192939.583776,108831.73922,36189.155099,65032.3474039,140714.751084,96843.9454007,89676.2818159,449345.402167,20153.9182531,13606.4680443,77690.4819167,78694.3298031,377816.036506,102138.111868,62660.5851001,159513.403108,138883.942504,81364.249792,51800.4219264,82199.7228962,133341.600734,47050.5314914,82467.1000068,82917.8642175,135138.01812,77201.5983269,21091.6634112,68147.0999356,72361.5096065,51741.4603199,45337.1844372,82224.6294179,75613.596523,52246.7884999,53866.9451424,385112.147225,199153.844968,78498.1921057,28475.3308041,317492.075679,67334.0705313,347960.478806,174135.605939,113412.748232,46861.8583458,82782.665598,92681.1296127,62113.6855585,422376.699561,384882.638391,26671.6530714,63661.9424572,139310.723573,34210.1496527,48656.052058,64483.9075899,34411.4152861,96407.5429465,17901.2559876,26998.6800515,25848.0688873,27641.2040201,111882.738439,36888.1532555,71324.9523164,49269.55877,35126.1655097,69524.8353079,289209.401976,86957.887511,25404.5620041,65663.3155077,73909.1376479,23457.1880574,21102.1086426,256925.354867,23592.8435455
88029.516208,95498.3652498,184858.835816,155938.28513,178646.066276,66330.8810293,309521.032134,201845.396837,402178.125058,85642.9282944,159507.041441,52043.3836605,354598.144276,210628.839597,112619.454716,85334.8440256,219682.317083,64787.4995162,86356.6786134,114072.682353,140336.814052,70033.0120807,12571.469594,365237.549554,122159.840621,129127.691107,83922.8902969,270140.894623,27911.8739187,37088.1703638,28435.1083339,65649.7195511,97794.0993942,22468.0554449,12630.0291514,230651.48607,33269.7796828,200633.317332,83909.1113995,44707.2148133,111237.021034,413126.339803,191221.552932,124655.020611,335935.885133,36071.3075794,116425.675384,399806.203254,105916.169079,158415.920038,96197.8546491,93172.6842905,71491.6629767,244639.663491,122279.066058,149428.063014,179912.578216,214622.205843,75845.2254235,192279.533367,195950.191302,161460.053073,119018.149458,161628.019222,162705.772643,125100.056043,324639.621341,181679.631158,64534.4228243,257705.244942,111932.423265,57796.2805101,165720.273657,134462.388727,204575.204562,171060.008564,73524.9343226
72277.6061798,59488.4040114,23557.453714,35241.5240958,14340.8212412,103567.225105,143384.45437,35917.8636351,128327.015522,34387.513037,70065.1110698,42246.8056654,118189.130517,46080.5746343,17597.2321698,25846.2222034,26212.003729,14849.2313431,37030.4356677,131591.961221,59444.9482767,27529.5736041,15919.6500389,100521.209854,381037.344317,30300.9853923,96582.7577318,37324.3994472,33697.3493686,76632.2230347,20813.4086065,77265.9071902,51325.6564612,11288.857069,21966.0920426,28051.4353711,64843.934875,61214.7909401,45504.8505824,90336.7458442,70067.9464173,27675.1147754,88110.5654407,42870.0668539,71342.0243296,77555.689133,23887.6542482,231774.692851,38193.7712396,51954.9128183,41285.8639313,64049.7896319,30472.3398969,23830.3388138,114888.594281,15261.1346324,40520.2928145,147921.436107,24219.1938786,85635.5318493,105668.422093,206377.949522,159733.37554,43087.8187533,9850.19295926,137943.502793,18562.9204782,21735.9765429,30454.962021,44792.0393904,34418.4214611,48025.9808175,36784.5276838,68884.1774568,20496.224452,22581.1072368,106252.385336
35716.0443001,42371.7113603,49733.8912307,147054.158781,42107.7347472,63501.2941919,15378.2700104,213105.546756,46428.6006066,67804.8108209,43975.2564108,34278.589318,21328.8169766,35737.3761466,24696.6969303,24065.6584762,19655.4244054,13565.2734283,86217.4573844,6801.52674809,14877.4390123,7802.82314986,28521.1650518,19264.8876033,10397.7998001,17414.1605682,56483.0245972,45804.1078251,5065.79125376,72158.8679359,18102.48368,58515.323396,33755.779053,9152.13407029,22606.3513167,153027.260279,22074.8322866,49441.6148452,28844.3791132,16638.208503,66959.0760545,25406.0052058,22354.2865638,22831.5187566,48688.5836551,11204.7270753,20544.7555525,3908.67612332,15132.6850299,215858.545082,19580.3257627,48111.9939247,20098.5424194,8910.36879628,41246.4440962,94288.3696289,21134.0890677,86097.60013,45215.9580042,38414.5083045,12809.065919,22462.6746851,32454.9466879,33803.0292881,68225.6279481,19100.5116182,14904.5877983,53015.1230749,56703.6192712,12497.2775196,19343.0653949,33817.106369,50103.2960184,29268.8218948,25386.7016058,24766.4799229,28022.1433039
85819.2986595,8630.49365723,103210.21596,369302.406429,140041.462015,35904.7391699,59748.1030187,326391.043649,21203.3816323,402311.133896,43592.6850509,46554.7299377,132626.533534,68309.9355576,220283.634924,35623.1234002,22686.7798651,366150.91181,59665.093578,75944.7910564,431925.227839,209758.579421,42331.7703894,243151.304512,14141.1466305,84891.0914671,138694.572581,69848.7756393,101537.657504,35458.0643928,234653.933942,103166.967494,14198.1929351,24959.5558465,31128.5530818,30367.5213874,30253.9173911,27030.8560541,29530.295221,268601.189376,33213.0564259,87576.5692527,282669.72334,87770.6719567,13180.9098059,100228.478726,91260.0718677,185064.970123,259521.933554,30496.9530223,544203.590982,185607.716451,72782.4058914,610170.668417,67947.7123059,329158.148985,24601.6103589,498435.384117,35754.8997296,179009.395976,94767.5912749,113505.053783,50143.0206551,355990.301146,64450.8981569,541702.826852,106581.837941,126567.143923,138659.5896,214209.993931,41517.7027811,439148.690902,63769.6781018,409154.804957,115438.591476,505586.638696,403182.080831
252236.992819,92850.276735,192239.009374,269640.353615,76598.2260116,101804.838848,279058.526795,65732.947175,126347.254047,45544.3120492,518195.90477,198048.611163,204077.923895,64158.506765,462793.631521,9508.81704953,135470.447241,130747.040565,155059.790454,272223.51505,90023.9549996,230365.21847,324935.038923,43158.8305204,23471.2290913,69335.5353727,30786.3058669,40184.4331262,40546.0234189,283561.567626,29155.2813827,64247.7531982,52528.600425,13459.7055821,26046.7716787,443096.16212,19535.0678768,49166.7198288,46161.6329581,222352.329645,17444.239563,157528.06747,47399.0607785,96878.0935795,157076.298867,50389.5476296,51572.9249815,293537.97728,67770.4165318,444329.631921,428811.679125,50536.5331679,10523.3475355,266797.419235,48292.0640376,46499.8990668,23828.0378757,58198.1372139,9039.53424803,80886.449776,196845.26018,82308.1665183,77237.2988775,115205.962018,27446.955982,82987.155606,53993.8896406,48868.8062816,394321.46151,55535.2541099,211764.47654,339215.924127,78640.2941689,415028.92466,125306.213927,44199.2923874,143737.188423
99768.8852459,151331.303685,50540.6835148,79471.9940848,169829.653126,103918.31496,352206.272751,81858.2042725,182039.439252,130828.204904,89288.2918524,53423.5334997,65210.103222,135743.80351,29117.3872196,90095.0945258,44401.2277113,74994.1712202,57947.6264781,114047.38436,42756.7530274,34846.7844336,97837.1576407,18095.9655222,43363.0718267,75862.1686372,51577.7497024,56627.7182468,24721.2694534,134426.043058,39474.030895,18189.440899,16487.1809001,16271.9166261,30370.5412051,369296.776636,411322.833304,39078.0803553,27755.9924332,84157.5533035,14810.5650017,53168.5191374,13599.9390884,497653.084185,331625.163738,80524.7037431,256951.366999,59058.8121009,57567.6352838,70584.5895531,97062.2981627,29058.2000797,32171.0,8101.36317297,13343.9224735,20178.7801511,24007.8856764,26166.8400794,17080.2064364,36802.8446465,100331.440066,8984.81987311,523709.558812,11353.3428044,13035.9444998,247048.082414,395127.925459,26868.1206248,318489.575543,47520.5585389,125639.16773,463825.516077,33476.0961429,41808.9164555,423332.485583,23170.663336,55635.0303767
73085.875762,48280.2827224,59127.5894086,33647.9437838,38224.0267453,90658.186334,27323.2648805,31592.3700542,23833.5907371,49254.8146066,57727.6455082,23273.9599329,12142.8622615,92187.4733766,17290.7199044,28658.724584,23163.6270771,13795.4937071,29617.8592409,43488.7869065,24271.5802825,30152.1879873,41676.9861894,64889.2444664,45559.3008016,25543.2830484,51469.287667,40990.2276891,182520.820271,27605.2727213,42158.9718653,21000.0848476,29126.8621173,25339.7548798,16345.9312458,24554.3644429,7965.95979731,17800.715663,21188.8102364,31058.7042532,13760.6110752,35334.4651708,26236.3606336,17407.8383273,20810.5456848,13599.8330087,10348.4621541,13230.2670017,19504.1113627,15694.5852045,116741.054659,20840.4769113,19954.5262296,20699.3117132,10466.0480662,29563.0028245,19358.650939,11072.4792899,9516.03780828,12923.1655756,43256.7081572,10783.085276,14657.3652837,27091.8018337,15770.153029,18404.0030622,23979.1940276,19538.3685173,13080.3837005,17215.8714567,111360.740671,15932.1581978,25735.9527123,27406.1998688,19478.7382558,10653.0972122,82984.9176906
45936.5830827,48816.1274147,41079.4082969,44105.2979897,48802.2932368,83602.7383009,41519.6218037,40181.6420578,55122.373055,26340.5480489,22435.7221531,33918.7692594,78846.2194105,137483.677856,40511.2308256,32188.982557,52542.0078059,193204.234165,41910.974023,117221.93134,110591.348666,35166.8689903,43113.05305,24456.8985286,102650.215301,70251.9791052,100563.998829,72611.6585392,45169.8524606,55931.8985756,65191.0061941,82769.4602724,75001.7555381,38273.2943009,54913.7178152,24914.5135508,15237.835277,32548.8439676,56605.7149321,49586.6436254,16095.9972015,28800.3303557,114061.058567,300952.223148,10907.3958736,45383.5756507,40883.05567,78425.4065424,98271.4775433,102336.05023,24353.5084308,57305.5029299,15312.3000089,39652.0648222,101256.064893,68323.4056475,50149.1801528,55362.7052016,25124.3156768,44343.797041,40832.7352095,112993.654849,46130.6399859,58746.1018804,70600.4429524,47178.1110087,73571.7881927,102407.900088,94215.4251254,149128.645154,46405.5104656,65723.1198407,67959.5121071,119877.248145,41459.0363822,73563.387102,26527.5140318
126077.459895,32252.6741675,87307.0736346,102283.683969,65211.4580585,14787.1362704,36424.6354248,89882.9757499,52575.9487179,38119.8015816,84825.3334763,11662.6624245,137155.622498,26898.4991896,109405.344588,39324.4228454,45160.767161,159796.894796,70425.2288995,97640.0095388,34252.408026,82410.5598306,407994.272992,556993.856657,25018.4879387,57632.0166731,129079.366475,308994.579678,36625.4088762,539471.159562,65101.7218437,86540.432588,9224.6658219,224363.612072,43982.4455754,58515.7547922,60309.4615218,51970.0050212,80274.7753373,50854.8874309,91757.8861868,17698.6930729,34710.2342518,35656.903088,31739.5020038,37701.3415732,19788.8053493,70768.7331759,16949.5610674,96310.8179363,10462.8685187,1.61139896373,9934.57091531,12751.7604376,26558.6762706,55910.9603203,28389.2115107,23021.3213621,265110.273169,46418.6078016,113202.560345,150988.715602,358402.25531,12749.8323504,92899.6807182,69809.8119858,56665.8891316,77572.3541715,58712.8964227,47792.1732816,29223.7591604,72472.5021216,146160.325547,454711.177492,67991.3093845,130048.068726,133053.111581
